score,no,method,model,name,fold
0.8981481481481481,26,d2v,logistic,pittsburg-bridges-T-OR-D,3
0.8981481481481481,27,d2v,logistic,pittsburg-bridges-T-OR-D,3
0.8981481481481481,28,d2v,logistic,pittsburg-bridges-T-OR-D,3
0.8981481481481481,29,d2v,logistic,pittsburg-bridges-T-OR-D,3
0.8333333333333333,0,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.8703703703703703,1,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,2,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,3,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,4,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,5,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,6,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,7,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,8,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,9,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,10,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,11,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,12,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,13,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,14,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,15,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,16,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,17,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,18,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,19,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,20,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,21,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,22,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,23,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,24,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,25,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,26,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,27,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,28,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.9259259259259259,29,liltab,logistic,pittsburg-bridges-T-OR-D,3
0.8240740740740741,0,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8240740740740741,1,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8333333333333334,2,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,3,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,4,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,5,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,6,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,7,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,8,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,9,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,10,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,11,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,12,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,13,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,14,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,15,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,16,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,17,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,18,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,19,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,20,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,21,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,22,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,23,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,24,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,25,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,26,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,27,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,28,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,29,rank,xgboost,pittsburg-bridges-T-OR-D,3
0.5,0,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.5,1,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,2,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,3,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,4,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,5,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,6,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,7,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,8,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,9,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,10,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,11,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,12,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,13,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,14,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,15,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,16,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,17,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,18,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,19,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,20,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,21,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,22,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,23,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,24,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,25,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,26,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,27,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,28,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.8796296296296298,29,baseline,xgboost,pittsburg-bridges-T-OR-D,3
0.5,0,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8240740740740741,1,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,2,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,3,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,4,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,5,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,6,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,7,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,8,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,9,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,10,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,11,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,12,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,13,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,14,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,15,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,16,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,17,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,18,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,19,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,20,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,21,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,22,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,23,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,24,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,25,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,26,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,27,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,28,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,29,d2v,xgboost,pittsburg-bridges-T-OR-D,3
0.5,0,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.5,1,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.5,2,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.5,3,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.5,4,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.5,5,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8240740740740741,6,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,7,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,8,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,9,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,10,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,11,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,12,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,13,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,14,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,15,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,16,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,17,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,18,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,19,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,20,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,21,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,22,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,23,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,24,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,25,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,26,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,27,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,28,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.8425925925925927,29,liltab,xgboost,pittsburg-bridges-T-OR-D,3
0.7996825396825398,0,rank,logistic,statlog-german-credit,3
0.7996825396825398,1,rank,logistic,statlog-german-credit,3
0.7996825396825398,2,rank,logistic,statlog-german-credit,3
0.7996825396825398,3,rank,logistic,statlog-german-credit,3
0.7996825396825398,4,rank,logistic,statlog-german-credit,3
0.7996825396825398,5,rank,logistic,statlog-german-credit,3
0.7996825396825398,6,rank,logistic,statlog-german-credit,3
0.7996825396825398,7,rank,logistic,statlog-german-credit,3
0.7996825396825398,8,rank,logistic,statlog-german-credit,3
0.7996825396825398,9,rank,logistic,statlog-german-credit,3
0.801058201058201,10,rank,logistic,statlog-german-credit,3
0.801058201058201,11,rank,logistic,statlog-german-credit,3
0.801058201058201,12,rank,logistic,statlog-german-credit,3
0.801058201058201,13,rank,logistic,statlog-german-credit,3
0.801058201058201,14,rank,logistic,statlog-german-credit,3
0.8048148148148148,15,rank,logistic,statlog-german-credit,3
0.8048148148148148,16,rank,logistic,statlog-german-credit,3
0.8048148148148148,17,rank,logistic,statlog-german-credit,3
0.8048148148148148,18,rank,logistic,statlog-german-credit,3
0.8048148148148148,19,rank,logistic,statlog-german-credit,3
0.8048148148148148,20,rank,logistic,statlog-german-credit,3
0.8048148148148148,21,rank,logistic,statlog-german-credit,3
0.8048148148148148,22,rank,logistic,statlog-german-credit,3
0.8048148148148148,23,rank,logistic,statlog-german-credit,3
0.8048148148148148,24,rank,logistic,statlog-german-credit,3
0.8048148148148148,25,rank,logistic,statlog-german-credit,3
0.8048148148148148,26,rank,logistic,statlog-german-credit,3
0.8048148148148148,27,rank,logistic,statlog-german-credit,3
0.8048148148148148,28,rank,logistic,statlog-german-credit,3
0.8048148148148148,29,rank,logistic,statlog-german-credit,3
0.7996825396825398,0,baseline,logistic,statlog-german-credit,3
0.7996825396825398,1,baseline,logistic,statlog-german-credit,3
0.7996825396825398,2,baseline,logistic,statlog-german-credit,3
0.7996825396825398,3,baseline,logistic,statlog-german-credit,3
0.8004232804232805,4,baseline,logistic,statlog-german-credit,3
0.8004232804232805,5,baseline,logistic,statlog-german-credit,3
0.8004232804232805,6,baseline,logistic,statlog-german-credit,3
0.8004232804232805,7,baseline,logistic,statlog-german-credit,3
0.8004232804232805,8,baseline,logistic,statlog-german-credit,3
0.8004232804232805,9,baseline,logistic,statlog-german-credit,3
0.8004232804232805,10,baseline,logistic,statlog-german-credit,3
0.8043915343915344,11,baseline,logistic,statlog-german-credit,3
0.8043915343915344,12,baseline,logistic,statlog-german-credit,3
0.8043915343915344,13,baseline,logistic,statlog-german-credit,3
0.8043915343915344,14,baseline,logistic,statlog-german-credit,3
0.8043915343915344,15,baseline,logistic,statlog-german-credit,3
0.8043915343915344,16,baseline,logistic,statlog-german-credit,3
0.8043915343915344,17,baseline,logistic,statlog-german-credit,3
0.8043915343915344,18,baseline,logistic,statlog-german-credit,3
0.8043915343915344,19,baseline,logistic,statlog-german-credit,3
0.8043915343915344,20,baseline,logistic,statlog-german-credit,3
0.8043915343915344,21,baseline,logistic,statlog-german-credit,3
0.8048148148148148,22,baseline,logistic,statlog-german-credit,3
0.8048148148148148,23,baseline,logistic,statlog-german-credit,3
0.8063492063492064,24,baseline,logistic,statlog-german-credit,3
0.8063492063492064,25,baseline,logistic,statlog-german-credit,3
0.8063492063492064,26,baseline,logistic,statlog-german-credit,3
0.8063492063492064,27,baseline,logistic,statlog-german-credit,3
0.8063492063492064,28,baseline,logistic,statlog-german-credit,3
0.8063492063492064,29,baseline,logistic,statlog-german-credit,3
0.7996825396825398,0,d2v,logistic,statlog-german-credit,3
0.7996825396825398,1,d2v,logistic,statlog-german-credit,3
0.7996825396825398,2,d2v,logistic,statlog-german-credit,3
0.7996825396825398,3,d2v,logistic,statlog-german-credit,3
0.7996825396825398,4,d2v,logistic,statlog-german-credit,3
0.7996825396825398,5,d2v,logistic,statlog-german-credit,3
0.7996825396825398,6,d2v,logistic,statlog-german-credit,3
0.7996825396825398,7,d2v,logistic,statlog-german-credit,3
0.7996825396825398,8,d2v,logistic,statlog-german-credit,3
0.7996825396825398,9,d2v,logistic,statlog-german-credit,3
0.7996825396825398,10,d2v,logistic,statlog-german-credit,3
0.79994708994709,11,d2v,logistic,statlog-german-credit,3
0.8001058201058201,12,d2v,logistic,statlog-german-credit,3
0.8001058201058201,13,d2v,logistic,statlog-german-credit,3
0.8001058201058201,14,d2v,logistic,statlog-german-credit,3
0.8001058201058201,15,d2v,logistic,statlog-german-credit,3
0.8001058201058201,16,d2v,logistic,statlog-german-credit,3
0.8001058201058201,17,d2v,logistic,statlog-german-credit,3
0.8001058201058201,18,d2v,logistic,statlog-german-credit,3
0.8001058201058201,19,d2v,logistic,statlog-german-credit,3
0.804973544973545,20,d2v,logistic,statlog-german-credit,3
0.804973544973545,21,d2v,logistic,statlog-german-credit,3
0.804973544973545,22,d2v,logistic,statlog-german-credit,3
0.804973544973545,23,d2v,logistic,statlog-german-credit,3
0.804973544973545,24,d2v,logistic,statlog-german-credit,3
0.804973544973545,25,d2v,logistic,statlog-german-credit,3
0.804973544973545,26,d2v,logistic,statlog-german-credit,3
0.804973544973545,27,d2v,logistic,statlog-german-credit,3
0.804973544973545,28,d2v,logistic,statlog-german-credit,3
0.804973544973545,29,d2v,logistic,statlog-german-credit,3
0.7996825396825398,0,liltab,logistic,statlog-german-credit,3
0.7996825396825398,1,liltab,logistic,statlog-german-credit,3
0.7996825396825398,2,liltab,logistic,statlog-german-credit,3
0.7996825396825398,3,liltab,logistic,statlog-german-credit,3
0.7996825396825398,4,liltab,logistic,statlog-german-credit,3
0.7996825396825398,5,liltab,logistic,statlog-german-credit,3
0.7996825396825398,6,liltab,logistic,statlog-german-credit,3
0.7996825396825398,7,liltab,logistic,statlog-german-credit,3
0.7996825396825398,8,liltab,logistic,statlog-german-credit,3
0.7996825396825398,9,liltab,logistic,statlog-german-credit,3
0.7996825396825398,10,liltab,logistic,statlog-german-credit,3
0.7996825396825398,11,liltab,logistic,statlog-german-credit,3
0.7996825396825398,12,liltab,logistic,statlog-german-credit,3
0.7996825396825398,13,liltab,logistic,statlog-german-credit,3
0.800952380952381,14,liltab,logistic,statlog-german-credit,3
0.800952380952381,15,liltab,logistic,statlog-german-credit,3
0.800952380952381,16,liltab,logistic,statlog-german-credit,3
0.800952380952381,17,liltab,logistic,statlog-german-credit,3
0.800952380952381,18,liltab,logistic,statlog-german-credit,3
0.800952380952381,19,liltab,logistic,statlog-german-credit,3
0.800952380952381,20,liltab,logistic,statlog-german-credit,3
0.800952380952381,21,liltab,logistic,statlog-german-credit,3
0.800952380952381,22,liltab,logistic,statlog-german-credit,3
0.800952380952381,23,liltab,logistic,statlog-german-credit,3
0.8060317460317461,24,liltab,logistic,statlog-german-credit,3
0.8060317460317461,25,liltab,logistic,statlog-german-credit,3
0.8060317460317461,26,liltab,logistic,statlog-german-credit,3
0.8060317460317461,27,liltab,logistic,statlog-german-credit,3
0.8060317460317461,28,liltab,logistic,statlog-german-credit,3
0.8060317460317461,29,liltab,logistic,statlog-german-credit,3
0.8017989417989418,0,rank,xgboost,statlog-german-credit,3
0.8017989417989418,1,rank,xgboost,statlog-german-credit,3
0.8017989417989418,2,rank,xgboost,statlog-german-credit,3
0.8017989417989418,3,rank,xgboost,statlog-german-credit,3
0.8017989417989418,4,rank,xgboost,statlog-german-credit,3
0.8017989417989418,5,rank,xgboost,statlog-german-credit,3
0.8017989417989418,6,rank,xgboost,statlog-german-credit,3
0.8017989417989418,7,rank,xgboost,statlog-german-credit,3
0.8017989417989418,8,rank,xgboost,statlog-german-credit,3
0.8017989417989418,9,rank,xgboost,statlog-german-credit,3
0.8017989417989418,10,rank,xgboost,statlog-german-credit,3
0.8017989417989418,11,rank,xgboost,statlog-german-credit,3
0.8017989417989418,12,rank,xgboost,statlog-german-credit,3
0.8017989417989418,13,rank,xgboost,statlog-german-credit,3
0.8017989417989418,14,rank,xgboost,statlog-german-credit,3
0.8017989417989418,15,rank,xgboost,statlog-german-credit,3
0.8017989417989418,16,rank,xgboost,statlog-german-credit,3
0.8067195767195767,17,rank,xgboost,statlog-german-credit,3
0.8067195767195767,18,rank,xgboost,statlog-german-credit,3
0.8067195767195767,19,rank,xgboost,statlog-german-credit,3
0.8067195767195767,20,rank,xgboost,statlog-german-credit,3
0.8067195767195767,21,rank,xgboost,statlog-german-credit,3
0.8067195767195767,22,rank,xgboost,statlog-german-credit,3
0.8067195767195767,23,rank,xgboost,statlog-german-credit,3
0.8067195767195767,24,rank,xgboost,statlog-german-credit,3
0.8067724867724868,25,rank,xgboost,statlog-german-credit,3
0.8067724867724868,26,rank,xgboost,statlog-german-credit,3
0.8067724867724868,27,rank,xgboost,statlog-german-credit,3
0.8067724867724868,28,rank,xgboost,statlog-german-credit,3
0.8067724867724868,29,rank,xgboost,statlog-german-credit,3
0.7996825396825398,0,baseline,xgboost,statlog-german-credit,3
0.7996825396825398,1,baseline,xgboost,statlog-german-credit,3
0.7996825396825398,2,baseline,xgboost,statlog-german-credit,3
0.7996825396825398,3,baseline,xgboost,statlog-german-credit,3
0.7996825396825398,4,baseline,xgboost,statlog-german-credit,3
0.7996825396825398,5,baseline,xgboost,statlog-german-credit,3
0.7996825396825398,6,baseline,xgboost,statlog-german-credit,3
0.7996825396825398,7,baseline,xgboost,statlog-german-credit,3
0.7996825396825398,8,baseline,xgboost,statlog-german-credit,3
0.7996825396825398,9,baseline,xgboost,statlog-german-credit,3
0.7996825396825398,10,baseline,xgboost,statlog-german-credit,3
0.7996825396825398,11,baseline,xgboost,statlog-german-credit,3
0.7996825396825398,12,baseline,xgboost,statlog-german-credit,3
0.7996825396825398,13,baseline,xgboost,statlog-german-credit,3
0.8003703703703704,14,baseline,xgboost,statlog-german-credit,3
0.8003703703703704,15,baseline,xgboost,statlog-german-credit,3
0.8039153439153438,16,baseline,xgboost,statlog-german-credit,3
0.8039153439153438,17,baseline,xgboost,statlog-german-credit,3
0.8039153439153438,18,baseline,xgboost,statlog-german-credit,3
0.8039153439153438,19,baseline,xgboost,statlog-german-credit,3
0.8051322751322751,20,baseline,xgboost,statlog-german-credit,3
0.8053439153439154,21,baseline,xgboost,statlog-german-credit,3
0.8053439153439154,22,baseline,xgboost,statlog-german-credit,3
0.8053439153439154,23,baseline,xgboost,statlog-german-credit,3
0.8053439153439154,24,baseline,xgboost,statlog-german-credit,3
0.8053439153439154,25,baseline,xgboost,statlog-german-credit,3
0.8053439153439154,26,baseline,xgboost,statlog-german-credit,3
0.806878306878307,27,baseline,xgboost,statlog-german-credit,3
0.806878306878307,28,baseline,xgboost,statlog-german-credit,3
0.806878306878307,29,baseline,xgboost,statlog-german-credit,3
0.7616402116402117,0,d2v,xgboost,statlog-german-credit,3
0.7803703703703704,1,d2v,xgboost,statlog-german-credit,3
0.7803703703703704,2,d2v,xgboost,statlog-german-credit,3
0.7803703703703704,3,d2v,xgboost,statlog-german-credit,3
0.7996825396825398,4,d2v,xgboost,statlog-german-credit,3
0.7996825396825398,5,d2v,xgboost,statlog-german-credit,3
0.7996825396825398,6,d2v,xgboost,statlog-german-credit,3
0.7996825396825398,7,d2v,xgboost,statlog-german-credit,3
0.7996825396825398,8,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,9,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,10,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,11,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,12,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,13,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,14,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,15,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,16,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,17,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,18,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,19,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,20,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,21,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,22,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,23,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,24,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,25,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,26,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,27,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,28,d2v,xgboost,statlog-german-credit,3
0.8017989417989418,29,d2v,xgboost,statlog-german-credit,3
0.7616402116402117,0,liltab,xgboost,statlog-german-credit,3
0.7842328042328042,1,liltab,xgboost,statlog-german-credit,3
0.7842328042328042,2,liltab,xgboost,statlog-german-credit,3
0.7842328042328042,3,liltab,xgboost,statlog-german-credit,3
0.7842328042328042,4,liltab,xgboost,statlog-german-credit,3
0.7842328042328042,5,liltab,xgboost,statlog-german-credit,3
0.8017989417989418,6,liltab,xgboost,statlog-german-credit,3
0.8017989417989418,7,liltab,xgboost,statlog-german-credit,3
0.8017989417989418,8,liltab,xgboost,statlog-german-credit,3
0.8017989417989418,9,liltab,xgboost,statlog-german-credit,3
0.8017989417989418,10,liltab,xgboost,statlog-german-credit,3
0.8017989417989418,11,liltab,xgboost,statlog-german-credit,3
0.8017989417989418,12,liltab,xgboost,statlog-german-credit,3
0.8017989417989418,13,liltab,xgboost,statlog-german-credit,3
0.8017989417989418,14,liltab,xgboost,statlog-german-credit,3
0.8017989417989418,15,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,16,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,17,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,18,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,19,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,20,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,21,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,22,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,23,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,24,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,25,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,26,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,27,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,28,liltab,xgboost,statlog-german-credit,3
0.8065608465608466,29,liltab,xgboost,statlog-german-credit,3
0.8969135802469136,0,rank,logistic,synthetic-control,3
0.8969135802469136,1,rank,logistic,synthetic-control,3
0.8969135802469136,2,rank,logistic,synthetic-control,3
0.8972839506172838,3,rank,logistic,synthetic-control,3
0.8972839506172838,4,rank,logistic,synthetic-control,3
0.8972839506172838,5,rank,logistic,synthetic-control,3
0.8972839506172838,6,rank,logistic,synthetic-control,3
0.8972839506172838,7,rank,logistic,synthetic-control,3
0.8972839506172838,8,rank,logistic,synthetic-control,3
0.8972839506172838,9,rank,logistic,synthetic-control,3
0.8972839506172838,10,rank,logistic,synthetic-control,3
0.8972839506172838,11,rank,logistic,synthetic-control,3
0.8972839506172838,12,rank,logistic,synthetic-control,3
0.8972839506172838,13,rank,logistic,synthetic-control,3
0.9048148148148148,14,rank,logistic,synthetic-control,3
0.9065432098765432,15,rank,logistic,synthetic-control,3
0.9065432098765432,16,rank,logistic,synthetic-control,3
0.9065432098765432,17,rank,logistic,synthetic-control,3
0.9065432098765432,18,rank,logistic,synthetic-control,3
0.9065432098765432,19,rank,logistic,synthetic-control,3
0.9065432098765432,20,rank,logistic,synthetic-control,3
0.9065432098765432,21,rank,logistic,synthetic-control,3
0.9065432098765432,22,rank,logistic,synthetic-control,3
0.9065432098765432,23,rank,logistic,synthetic-control,3
0.9065432098765432,24,rank,logistic,synthetic-control,3
0.9065432098765432,25,rank,logistic,synthetic-control,3
0.9065432098765432,26,rank,logistic,synthetic-control,3
0.9065432098765432,27,rank,logistic,synthetic-control,3
0.9065432098765432,28,rank,logistic,synthetic-control,3
0.9065432098765432,29,rank,logistic,synthetic-control,3
0.8987654320987655,0,baseline,logistic,synthetic-control,3
