score,no,method,model,name,fold
0.8691216626213593,7,rank,logistic,annealing,1
0.8691216626213593,8,rank,logistic,annealing,1
0.8691216626213593,9,rank,logistic,annealing,1
0.8691216626213593,10,rank,logistic,annealing,1
0.8691216626213593,11,rank,logistic,annealing,1
0.8691216626213593,12,rank,logistic,annealing,1
0.8691216626213593,13,rank,logistic,annealing,1
0.8691216626213593,14,rank,logistic,annealing,1
0.8691216626213593,15,rank,logistic,annealing,1
0.8691216626213593,16,rank,logistic,annealing,1
0.8691216626213593,17,rank,logistic,annealing,1
0.8691216626213593,18,rank,logistic,annealing,1
0.8691216626213593,19,rank,logistic,annealing,1
0.8691216626213593,20,rank,logistic,annealing,1
0.8691216626213593,21,rank,logistic,annealing,1
0.8691216626213593,22,rank,logistic,annealing,1
0.8698043082524273,23,rank,logistic,annealing,1
0.8698043082524273,24,rank,logistic,annealing,1
0.8698043082524273,25,rank,logistic,annealing,1
0.8698043082524273,26,rank,logistic,annealing,1
0.8698043082524273,27,rank,logistic,annealing,1
0.8698043082524273,28,rank,logistic,annealing,1
0.8698043082524273,29,rank,logistic,annealing,1
0.8720797936893204,0,baseline,logistic,annealing,1
0.8720797936893204,1,baseline,logistic,annealing,1
0.8720797936893204,2,baseline,logistic,annealing,1
0.8720797936893204,3,baseline,logistic,annealing,1
0.8720797936893204,4,baseline,logistic,annealing,1
0.8720797936893204,5,baseline,logistic,annealing,1
0.8720797936893204,6,baseline,logistic,annealing,1
0.8720797936893204,7,baseline,logistic,annealing,1
0.8720797936893204,8,baseline,logistic,annealing,1
0.8720797936893204,9,baseline,logistic,annealing,1
0.8720797936893204,10,baseline,logistic,annealing,1
0.8720797936893204,11,baseline,logistic,annealing,1
0.8720797936893204,12,baseline,logistic,annealing,1
0.8720797936893204,13,baseline,logistic,annealing,1
0.8720797936893204,14,baseline,logistic,annealing,1
0.8720797936893204,15,baseline,logistic,annealing,1
0.8720797936893204,16,baseline,logistic,annealing,1
0.8720797936893204,17,baseline,logistic,annealing,1
0.8720797936893204,18,baseline,logistic,annealing,1
0.8720797936893204,19,baseline,logistic,annealing,1
0.8720797936893204,20,baseline,logistic,annealing,1
0.8720797936893204,21,baseline,logistic,annealing,1
0.8720797936893204,22,baseline,logistic,annealing,1
0.8720797936893204,23,baseline,logistic,annealing,1
0.8720797936893204,24,baseline,logistic,annealing,1
0.8720797936893204,25,baseline,logistic,annealing,1
0.8724590412621359,26,baseline,logistic,annealing,1
0.8724590412621359,27,baseline,logistic,annealing,1
0.8724590412621359,28,baseline,logistic,annealing,1
0.8724590412621359,29,baseline,logistic,annealing,1
0.7609602548543689,0,d2v,logistic,annealing,1
0.7609602548543689,1,d2v,logistic,annealing,1
0.7609602548543689,2,d2v,logistic,annealing,1
0.7609602548543689,3,d2v,logistic,annealing,1
0.8691216626213593,4,d2v,logistic,annealing,1
0.8691216626213593,5,d2v,logistic,annealing,1
0.8691216626213593,6,d2v,logistic,annealing,1
0.8691216626213593,7,d2v,logistic,annealing,1
0.8691216626213593,8,d2v,logistic,annealing,1
0.8691216626213593,9,d2v,logistic,annealing,1
0.8691216626213593,10,d2v,logistic,annealing,1
0.8691216626213593,11,d2v,logistic,annealing,1
0.8691216626213593,12,d2v,logistic,annealing,1
0.8691216626213593,13,d2v,logistic,annealing,1
0.8691216626213593,14,d2v,logistic,annealing,1
0.8691216626213593,15,d2v,logistic,annealing,1
0.8691216626213593,16,d2v,logistic,annealing,1
0.8691216626213593,17,d2v,logistic,annealing,1
0.8720039441747572,18,d2v,logistic,annealing,1
0.8720039441747572,19,d2v,logistic,annealing,1
0.8720039441747572,20,d2v,logistic,annealing,1
0.8720039441747572,21,d2v,logistic,annealing,1
0.8720039441747572,22,d2v,logistic,annealing,1
0.8720039441747572,23,d2v,logistic,annealing,1
0.8720039441747572,24,d2v,logistic,annealing,1
0.8720039441747572,25,d2v,logistic,annealing,1
0.8720039441747572,26,d2v,logistic,annealing,1
0.8720039441747572,27,d2v,logistic,annealing,1
0.8720039441747572,28,d2v,logistic,annealing,1
0.8720039441747572,29,d2v,logistic,annealing,1
0.8691216626213593,0,liltab,logistic,annealing,1
0.8691216626213593,1,liltab,logistic,annealing,1
0.8691216626213593,2,liltab,logistic,annealing,1
0.8691216626213593,3,liltab,logistic,annealing,1
0.8691216626213593,4,liltab,logistic,annealing,1
0.8691216626213593,5,liltab,logistic,annealing,1
0.8691216626213593,6,liltab,logistic,annealing,1
0.8691216626213593,7,liltab,logistic,annealing,1
0.8691216626213593,8,liltab,logistic,annealing,1
0.8691216626213593,9,liltab,logistic,annealing,1
0.8691216626213593,10,liltab,logistic,annealing,1
0.8691216626213593,11,liltab,logistic,annealing,1
0.8691216626213593,12,liltab,logistic,annealing,1
0.8691216626213593,13,liltab,logistic,annealing,1
0.8691216626213593,14,liltab,logistic,annealing,1
0.8691216626213593,15,liltab,logistic,annealing,1
0.8691216626213593,16,liltab,logistic,annealing,1
0.8691216626213593,17,liltab,logistic,annealing,1
0.8717005461165048,18,liltab,logistic,annealing,1
0.8717005461165048,19,liltab,logistic,annealing,1
0.8717005461165048,20,liltab,logistic,annealing,1
0.8717005461165048,21,liltab,logistic,annealing,1
0.8717005461165048,22,liltab,logistic,annealing,1
0.8717005461165048,23,liltab,logistic,annealing,1
0.8717005461165048,24,liltab,logistic,annealing,1
0.8717005461165048,25,liltab,logistic,annealing,1
0.8720039441747574,26,liltab,logistic,annealing,1
0.8720039441747574,27,liltab,logistic,annealing,1
0.8720039441747574,28,liltab,logistic,annealing,1
0.8720039441747574,29,liltab,logistic,annealing,1
0.8619538834951457,0,rank,xgboost,annealing,1
0.9543006674757281,1,rank,xgboost,annealing,1
0.9543006674757281,2,rank,xgboost,annealing,1
0.9543006674757281,3,rank,xgboost,annealing,1
0.9543006674757281,4,rank,xgboost,annealing,1
0.9543006674757281,5,rank,xgboost,annealing,1
0.9543006674757281,6,rank,xgboost,annealing,1
0.9543006674757281,7,rank,xgboost,annealing,1
0.9543006674757281,8,rank,xgboost,annealing,1
0.9543006674757281,9,rank,xgboost,annealing,1
0.9543006674757281,10,rank,xgboost,annealing,1
0.9543006674757281,11,rank,xgboost,annealing,1
0.9543006674757281,12,rank,xgboost,annealing,1
0.9772072208737863,13,rank,xgboost,annealing,1
0.9772072208737863,14,rank,xgboost,annealing,1
0.9772072208737863,15,rank,xgboost,annealing,1
0.9772072208737863,16,rank,xgboost,annealing,1
0.9772072208737863,17,rank,xgboost,annealing,1
0.9772072208737863,18,rank,xgboost,annealing,1
0.9772072208737863,19,rank,xgboost,annealing,1
0.9772072208737863,20,rank,xgboost,annealing,1
0.9772072208737863,21,rank,xgboost,annealing,1
0.9772072208737863,22,rank,xgboost,annealing,1
0.9772072208737863,23,rank,xgboost,annealing,1
0.9772072208737863,24,rank,xgboost,annealing,1
0.9772072208737863,25,rank,xgboost,annealing,1
0.9772072208737863,26,rank,xgboost,annealing,1
0.9772072208737863,27,rank,xgboost,annealing,1
0.9772072208737863,28,rank,xgboost,annealing,1
0.9772072208737863,29,rank,xgboost,annealing,1
0.5,0,baseline,xgboost,annealing,1
0.5,1,baseline,xgboost,annealing,1
0.5,2,baseline,xgboost,annealing,1
0.5,3,baseline,xgboost,annealing,1
0.5,4,baseline,xgboost,annealing,1
0.8674150485436894,5,baseline,xgboost,annealing,1
0.8674150485436894,6,baseline,xgboost,annealing,1
0.8674150485436894,7,baseline,xgboost,annealing,1
0.8674150485436894,8,baseline,xgboost,annealing,1
0.8674150485436894,9,baseline,xgboost,annealing,1
0.8675288228155339,10,baseline,xgboost,annealing,1
0.8675288228155339,11,baseline,xgboost,annealing,1
0.8685527912621359,12,baseline,xgboost,annealing,1
0.8685527912621359,13,baseline,xgboost,annealing,1
0.8685527912621359,14,baseline,xgboost,annealing,1
0.8690837378640776,15,baseline,xgboost,annealing,1
0.8690837378640776,16,baseline,xgboost,annealing,1
0.8691595873786406,17,baseline,xgboost,annealing,1
0.8691595873786407,18,baseline,xgboost,annealing,1
0.8691595873786407,19,baseline,xgboost,annealing,1
0.8691595873786407,20,baseline,xgboost,annealing,1
0.8691595873786407,21,baseline,xgboost,annealing,1
0.8691595873786407,22,baseline,xgboost,annealing,1
0.8691595873786407,23,baseline,xgboost,annealing,1
0.8691595873786407,24,baseline,xgboost,annealing,1
0.8691595873786407,25,baseline,xgboost,annealing,1
0.8691595873786407,26,baseline,xgboost,annealing,1
0.8691595873786407,27,baseline,xgboost,annealing,1
0.8691595873786407,28,baseline,xgboost,annealing,1
0.8691595873786407,29,baseline,xgboost,annealing,1
0.8910800970873787,0,d2v,xgboost,annealing,1
0.8910800970873787,1,d2v,xgboost,annealing,1
0.8910800970873787,2,d2v,xgboost,annealing,1
0.8910800970873787,3,d2v,xgboost,annealing,1
0.8910800970873787,4,d2v,xgboost,annealing,1
0.8910800970873787,5,d2v,xgboost,annealing,1
0.8910800970873787,6,d2v,xgboost,annealing,1
0.8910800970873787,7,d2v,xgboost,annealing,1
0.9543006674757281,8,d2v,xgboost,annealing,1
0.9543006674757281,9,d2v,xgboost,annealing,1
0.9543006674757281,10,d2v,xgboost,annealing,1
0.9638577063106797,11,d2v,xgboost,annealing,1
0.9761453276699029,12,d2v,xgboost,annealing,1
0.9761453276699029,13,d2v,xgboost,annealing,1
0.9761453276699029,14,d2v,xgboost,annealing,1
0.9761453276699029,15,d2v,xgboost,annealing,1
0.9761453276699029,16,d2v,xgboost,annealing,1
0.9761453276699029,17,d2v,xgboost,annealing,1
0.9761453276699029,18,d2v,xgboost,annealing,1
0.9761453276699029,19,d2v,xgboost,annealing,1
0.9761453276699029,20,d2v,xgboost,annealing,1
0.9835785800970874,21,d2v,xgboost,annealing,1
0.9835785800970874,22,d2v,xgboost,annealing,1
0.9835785800970874,23,d2v,xgboost,annealing,1
0.9835785800970874,24,d2v,xgboost,annealing,1
0.9835785800970874,25,d2v,xgboost,annealing,1
0.9835785800970874,26,d2v,xgboost,annealing,1
0.9835785800970874,27,d2v,xgboost,annealing,1
0.9835785800970874,28,d2v,xgboost,annealing,1
0.9835785800970874,29,d2v,xgboost,annealing,1
0.8690458131067961,0,liltab,xgboost,annealing,1
0.8905491504854369,1,liltab,xgboost,annealing,1
0.8988925970873787,2,liltab,xgboost,annealing,1
0.8988925970873787,3,liltab,xgboost,annealing,1
0.8988925970873787,4,liltab,xgboost,annealing,1
0.8988925970873787,5,liltab,xgboost,annealing,1
0.8988925970873787,6,liltab,xgboost,annealing,1
0.8988925970873787,7,liltab,xgboost,annealing,1
0.8988925970873787,8,liltab,xgboost,annealing,1
0.8988925970873787,9,liltab,xgboost,annealing,1
0.8988925970873787,10,liltab,xgboost,annealing,1
0.8988925970873787,11,liltab,xgboost,annealing,1
0.932493932038835,12,liltab,xgboost,annealing,1
0.932493932038835,13,liltab,xgboost,annealing,1
0.932493932038835,14,liltab,xgboost,annealing,1
0.932493932038835,15,liltab,xgboost,annealing,1
0.9718219053398058,16,liltab,xgboost,annealing,1
0.9718219053398058,17,liltab,xgboost,annealing,1
0.9718219053398058,18,liltab,xgboost,annealing,1
0.9718219053398058,19,liltab,xgboost,annealing,1
0.9718219053398058,20,liltab,xgboost,annealing,1
0.9718219053398058,21,liltab,xgboost,annealing,1
0.9718219053398058,22,liltab,xgboost,annealing,1
0.9718219053398058,23,liltab,xgboost,annealing,1
0.9718219053398058,24,liltab,xgboost,annealing,1
0.9718219053398058,25,liltab,xgboost,annealing,1
0.9718219053398058,26,liltab,xgboost,annealing,1
0.9718219053398058,27,liltab,xgboost,annealing,1
0.9718219053398058,28,liltab,xgboost,annealing,1
0.9718219053398058,29,liltab,xgboost,annealing,1
0.8995943204868154,0,rank,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,1,rank,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,2,rank,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,3,rank,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,4,rank,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,5,rank,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,6,rank,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,7,rank,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,8,rank,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,9,rank,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,10,rank,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,11,rank,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,12,rank,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,13,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9006085192697768,14,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9006085192697768,15,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9006085192697768,16,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9006085192697768,17,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9006085192697768,18,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9006085192697768,19,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9006085192697768,20,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9041582150101419,21,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9041582150101419,22,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9046653144016227,23,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9046653144016227,24,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9046653144016227,25,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9046653144016227,26,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9046653144016227,27,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9046653144016227,28,rank,logistic,conn-bench-sonar-mines-rocks,1
0.9046653144016227,29,rank,logistic,conn-bench-sonar-mines-rocks,1
0.5,0,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.8610547667342799,1,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9041582150101419,2,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9041582150101419,3,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,4,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,5,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,6,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,7,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,8,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,9,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,10,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,11,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,12,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,13,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,14,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,15,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,16,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.90973630831643,17,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,18,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,19,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,20,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,21,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,22,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,23,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,24,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,25,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,26,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,27,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,28,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,29,baseline,logistic,conn-bench-sonar-mines-rocks,1
0.9041582150101419,0,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9041582150101419,1,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9041582150101419,2,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9041582150101419,3,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9041582150101419,4,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9041582150101419,5,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9041582150101419,6,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9041582150101419,7,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9041582150101419,8,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9046653144016227,9,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9046653144016227,10,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9046653144016227,11,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9046653144016227,12,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,13,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,14,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,15,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,16,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,17,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,18,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,19,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,20,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,21,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,22,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,23,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,24,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,25,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,26,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,27,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,28,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9107505070993914,29,d2v,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,0,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,1,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,2,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,3,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,4,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,5,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,6,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,7,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,8,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,9,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,10,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,11,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,12,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,13,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,14,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,15,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,16,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,17,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,18,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,19,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,20,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,21,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,22,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,23,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,24,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,25,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,26,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,27,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,28,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.9056795131845842,29,liltab,logistic,conn-bench-sonar-mines-rocks,1
0.8995943204868154,0,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,1,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,2,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,3,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,4,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,5,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,6,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,7,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,8,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,9,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,10,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,11,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9006085192697768,12,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9006085192697768,13,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9006085192697768,14,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9006085192697768,15,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,16,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,17,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,18,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,19,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,20,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,21,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,22,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,23,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,24,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,25,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,26,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,27,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,28,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,29,rank,xgboost,conn-bench-sonar-mines-rocks,1
0.8930020283975659,0,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.8945233265720082,1,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.8960446247464502,2,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,3,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,4,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,5,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,6,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,7,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,8,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,9,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,10,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,11,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,12,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,13,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,14,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,15,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,16,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9031440162271805,17,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9127789046653144,18,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9127789046653144,19,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9127789046653144,20,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9127789046653144,21,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9127789046653144,22,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9127789046653144,23,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9127789046653144,24,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9127789046653144,25,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9127789046653144,26,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9127789046653144,27,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9127789046653144,28,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.9127789046653144,29,baseline,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,0,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,1,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,2,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,3,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,4,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,5,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,6,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,7,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,8,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.8995943204868154,9,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9001014198782962,10,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9001014198782962,11,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9001014198782962,12,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9001014198782962,13,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9006085192697768,14,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9006085192697768,15,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9006085192697768,16,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9006085192697768,17,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9006085192697769,18,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9006085192697769,19,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9006085192697769,20,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9006085192697769,21,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,22,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,23,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,24,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,25,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,26,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,27,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,28,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.9016227180527383,29,d2v,xgboost,conn-bench-sonar-mines-rocks,1
0.8930020283975659,0,liltab,xgboost,conn-bench-sonar-mines-rocks,1
0.8930020283975659,1,liltab,xgboost,conn-bench-sonar-mines-rocks,1
0.8930020283975659,2,liltab,xgboost,conn-bench-sonar-mines-rocks,1
